DNR Peat Inventory ID #,Depthnum,Top Depth (cm),Bottom Depth (cm),Degree of Decomposition,Botanical Origin,Classification,Uniq_id
AITK-2604931-60,2,150.0,195.0,H8,,Sapric,3250
AITK-2604931-60,3,195.0,,B,,si w/ c,3251
AITK-2604933-289,1,0.0,15.0,H1,M,Fibric,3252
AITK-2604933-289,2,15.0,105.0,H5,RS,Hemic,3253
AITK-2604933-289,3,105.0,,B,,l,3254
AITK-2604933-293,1,0.0,30.0,H1,M/RS,Fibric,3255
AITK-2604933-293,2,30.0,90.0,H6,RS,Hemic,3256
AITK-2604933-293,3,90.0,210.0,H4,RS,Hemic,3257
AITK-2604933-293,4,210.0,270.0,H5,RS,Hemic,3258
AITK-2604933-293,5,270.0,330.0,H6,RS,Hemic,3259
AITK-2604933-293,6,330.0,390.0,B,,Limnic w/ sand,3260
AITK-2604933-293,7,390.0,,,,l w/ pebbles,3261
AITK-2604934-287,1,0.0,120.0,H6,RS,Hemic,3262
AITK-2604934-287,2,120.0,,B,,sl,3263
AITK-2604934-288,1,0.0,45.0,H2,M,Fibric,3264
AITK-2604934-288,2,45.0,90.0,H5,RS,Hemic,3265
AITK-2604934-288,3,90.0,150.0,H4,RS,Hemic,3266
AITK-2604934-288,4,150.0,210.0,H3,RS,Fibric,3267
AITK-2604934-288,5,210.0,300.0,H7,RS,Sapric,3268
AITK-2604934-288,6,300.0,330.0,B,,Limnic w/ silt,3269
AITK-2604934-288,7,330.0,,,,ms - cos,3270
AITK-2605002-31,1,0.0,240.0,H5,RS,Hemic,3271
AITK-2605002-31,2,240.0,285.0,H7,,Sapric,3272
AITK-2605002-31,3,285.0,300.0,B,,Limnic w/ sand,3273
AITK-2605002-31,4,300.0,,,,fs,3274
AITK-2605008-2,1,0.0,195.0,H6,,Hemic,3275
AITK-2605008-2,2,195.0,,B,,sic,3276
AITK-2605008-2A,1,0.0,195.0,,,Hemic,3277
AITK-2605008-2A,2,195.0,,B,,Min.soil,3278
AITK-2605008-3,1,0.0,85.0,H6,,Hemic,3279
AITK-2605008-3,2,85.0,,B,,sil,3280
AITK-2605008-3A,1,0.0,90.0,,,Hemic,3281
AITK-2605008-3A,2,90.0,,B,,Min.soil,3282
AITK-2605011-226,1,,30.0,H2,M,Fibric,3283
AITK-2605011-226,2,,60.0,H4,M/RS,Hemic,3284
AITK-2605011-226,3,,90.0,H4,M/RS,Hemic,3285
AITK-2605011-226,4,120.0,210.0,H5,RS,Hemic,3286
AITK-2605011-226,5,240.0,,B,,sic,3287
AITK-2605011-43,1,0.0,135.0,H5,RS,Hemic,3288
AITK-2605011-43,2,135.0,150.0,H8,,Sapric,3289
AITK-2605011-43,3,150.0,,B,,ms,3290
AITK-2605013-248,1,0.0,60.0,H5,RS,Hemic,3291
AITK-2605013-248,2,60.0,,B,,sicl,3292
AITK-2605014-227,1,,210.0,H7,RS,Sapric,3293
AITK-2605014-227,2,0.0,180.0,H4,RS,Hemic,3294
AITK-2605014-227,3,240.0,,B,,sl,3295
AITK-2605014-32,1,0.0,30.0,H7,RS,Sapric,3296
AITK-2605014-32,2,30.0,,B,,fsl,3297
AITK-2605014-33,1,0.0,120.0,H5,RS,Hemic,3298
AITK-2605014-33,2,120.0,180.0,H4,RS,Hemic,3299
AITK-2605014-33,3,180.0,,B,,ls,3300
AITK-2605014-34,1,0.0,90.0,H5,RS,Hemic,3301
AITK-2605014-34,2,90.0,225.0,H4,RS,Hemic,3302
AITK-2605014-34,3,225.0,285.0,B,,Limnic,3303
AITK-2605014-34,4,285.0,,,,sic,3304
AITK-2605019-36,1,0.0,165.0,H5,RS,Hemic,3305
AITK-2605019-36,2,165.0,,B,,si w/ c,3306
AITK-2605020-38,1,0.0,150.0,H5,RS,Hemic,3307
AITK-2605020-38,2,150.0,270.0,H4,RS,Hemic,3308
AITK-2605020-38,3,270.0,300.0,H3,RS,Fibric,3309
AITK-2605020-38,4,300.0,600.0,,,Sapric or Limnic?,3310
AITK-2605020-38,5,600.0,,B,,l w/ pebbles,3311
AITK-2605023-228,1,,30.0,H4,RS,Hemic,3312
AITK-2605023-228,2,,60.0,H5,WF/RS,Hemic,3313
AITK-2605023-228,3,,90.0,H5,RS,Hemic,3314
AITK-2605023-228,4,112.0,,B,,sicl,3315
AITK-2605028-35,1,0.0,150.0,H6,RS,Hemic,3316
AITK-2605028-35,2,150.0,285.0,H5,RS,Hemic,3317
AITK-2605028-35,3,285.0,330.0,B,,Limnic,3318
AITK-2605028-35,4,330.0,,,,Limnic w/ sand,3319
AITK-2605029-37,1,0.0,165.0,H4,,Hemic,3320
AITK-2605029-37,2,165.0,,B,,cos overlain by some Limnic,3321
AITK-2605031-241,1,,30.0,H5,RS,Hemic,3322
AITK-2605031-241,2,,60.0,H6,RS,Hemic,3323
AITK-2605031-241,3,,90.0,H6,RS,Hemic,3324
AITK-2605031-241,4,,120.0,H7,RS,Sapric,3325
AITK-2605031-241,5,135.0,,B,,cos,3326
AITK-2605036-230,1,0.0,20.0,H6,,Hemic,3327
AITK-2605036-230,2,20.0,,B,,fs,3328
AITK-2605105-4,1,0.0,75.0,H6,,Hemic,3329
AITK-2605105-4,2,75.0,,B,,c,3330
AITK-2605111-85,1,0.0,29.0,H8,,Sapric,3331
AITK-2605111-85,2,29.0,,B,,ms - fs,3332
AITK-2605112-84,1,0.0,70.0,H8,,Sapric,3333
AITK-2605112-84,2,70.0,130.0,B,,fs w/ 30% organic material,3334
AITK-2605112-84,3,130.0,,,,fs - ms,3335
AITK-2605113-87,1,0.0,39.0,H6,RS,Hemic,3336
AITK-2605113-87,2,39.0,98.0,H9,,Sapric,3337
AITK-2605113-87,3,98.0,,B,,cos,3338
AITK-2605118-213,1,0.0,150.0,H4,RS,Hemic,3339
AITK-2605118-213,2,150.0,270.0,H5,RS,Hemic,3340
AITK-2605118-213,3,270.0,390.0,H7,RS,Sapric,3341
AITK-2605118-213,4,390.0,,B,,cos,3342
AITK-2605118-214,1,0.0,210.0,H4,RS,Hemic,3343
AITK-2605118-214,2,210.0,330.0,H7,RS,Sapric,3344
AITK-2605118-214,3,330.0,,B,,sil,3345
AITK-2605118-5,1,0.0,40.0,H6,,Hemic,3346
AITK-2605118-5,2,40.0,,B,,fs,3347
AITK-2605132-1,1,0.0,180.0,H6,,Hemic,3348
AITK-2605132-1,2,180.0,225.0,,,Limnic,3349
AITK-2605132-1,3,225.0,345.0,H7,,Sapric,3350
AITK-2605132-1,4,345.0,,B,,c,3351
AITK-2605226-41,1,0.0,120.0,H7,,Sapric,3352
AITK-2605226-41,2,120.0,,B,,ms,3353
AITK-2605231-3,1,0.0,60.0,H5,,Hemic,3354
AITK-2605231-3,2,60.0,,B,,sl,3355
AITK-2605234-191,1,0.0,60.0,H7,,Sapric,3356
AITK-2605234-191,2,60.0,,B,,cos,3357
AITK-2605235-42,1,0.0,90.0,,,Sapric? - no sample recovered,3358
AITK-2605235-42,2,90.0,,B,,sil w/ pebbles,3359
AITK-2704501-334,1,0.0,150.0,H5,RS,Hemic,3360
AITK-2704501-334,2,150.0,,B,,si,3361
AITK-2704501-336,1,0.0,60.0,H3,RS,Fibric,3362
AITK-2704501-336,2,60.0,150.0,H5,RS,Hemic,3363
AITK-2704501-336,3,150.0,240.0,H4,RS,Hemic,3364
AITK-2704501-336,4,240.0,,B,,si,3365
AITK-2704501-337,1,0.0,120.0,H4,,Hemic,3366
AITK-2704501-337,2,120.0,,B,,si w/ Limnic just above contact,3367
AITK-2704510-97,1,0.0,180.0,H4,RS,Hemic,3368
AITK-2704510-97,2,180.0,300.0,H6,RS,Hemic,3369
AITK-2704510-97,3,300.0,360.0,H7,RS,Sapric,3370
AITK-2704510-97,4,360.0,390.0,B,,Limnic w/ some sedge,3371
AITK-2704510-97,5,420.0,,,,sic,3372
AITK-2704513-341,1,0.0,180.0,H5,RS,Hemic,3373
AITK-2704513-341,2,180.0,240.0,H4,RS/M,Hemic,3374
AITK-2704513-341,3,240.0,,B,,si,3375
AITK-2704514-340,1,0.0,30.0,H6,,Hemic,3376
AITK-2704514-340,2,30.0,90.0,H5,,Hemic,3377
AITK-2704514-340,3,90.0,,B,,lms,3378
AITK-2704635-335,1,0.0,120.0,H5,RS,Hemic,3379
AITK-2704635-335,2,120.0,,B,,sil,3380
AITK-2704711-315,1,0.0,30.0,H7,,Sapric,3381
AITK-2704711-315,2,30.0,90.0,H8,,Sapric w/ clay,3382
AITK-2704711-315,3,90.0,,B,,si w/ c,3383
AITK-2704722-316,1,0.0,150.0,H5,RS,Hemic,3384
AITK-2704722-316,2,150.0,,B,,si w/ c,3385
AITK-2704729-317,1,0.0,60.0,H6,RS,Hemic,3386
AITK-2704729-317,2,60.0,,B,,ms - cos,3387
AITK-2704812-296,1,0.0,30.0,H5,RS/WF,Hemic,3388
AITK-2704812-296,2,30.0,150.0,H5,RS,Hemic,3389
AITK-2704812-296,3,150.0,,B,,ms,3390
AITK-2704814-297,1,0.0,90.0,H5,RS,Hemic,3391
AITK-2704814-297,2,90.0,210.0,H2,RS/M,Fibric,3392
AITK-2704814-297,3,210.0,330.0,H4,RS,Hemic,3393
AITK-2704814-297,4,330.0,390.0,H7,,Sapric,3394
AITK-2704814-297,5,390.0,510.0,B,,Limnic,3395
AITK-2704814-297,6,510.0,,,,lms - lcos,3396
AITK-2704814-299,1,0.0,60.0,H4,RS,Hemic,3397
AITK-2704814-299,2,60.0,90.0,H4,RS/WF,Hemic,3398
AITK-2704814-299,3,90.0,180.0,H3,RS/M,Fibric,3399
AITK-2704814-299,4,180.0,,B,,l w/ pebbles,3400
AITK-2704822-305,1,,30.0,H4,RS,Hemic,3401
AITK-2704822-305,2,,60.0,H5,RS,Hemic,3402
AITK-2704822-305,3,,90.0,H4,RS,Hemic,3403
AITK-2704822-305,4,,120.0,H3,M,Fibric,3404
AITK-2704822-305,5,,150.0,H4,RS,Hemic,3405
AITK-2704822-305,6,,180.0,H5,RS,Hemic,3406
AITK-2704822-305,7,,210.0,H5,RS,Hemic,3407
AITK-2704822-305,8,,240.0,H8,RS,Sapric,3408
AITK-2704822-305,9,255.0,,B,,ls,3409
AITK-2704823-298,1,0.0,120.0,H5,RS w/ WF at 60cm,Hemic,3410
AITK-2704823-298,2,120.0,,B,,l,3411
AITK-2704823-300,1,0.0,30.0,H4,RS,Hemic,3412
AITK-2704823-300,2,30.0,60.0,H5,RS,Hemic,3413
AITK-2704823-300,3,60.0,,B,,sl,3414
AITK-2704823-304,1,,30.0,H4,RS,Hemic,3415
AITK-2704823-304,2,,60.0,H5,,Hemic,3416
AITK-2704823-304,3,,90.0,H4,,Hemic,3417
AITK-2704823-304,4,,120.0,H4,,Hemic,3418
AITK-2704823-304,5,150.0,,B,,ms,3419
AITK-2704825-303,1,,30.0,H5,RS,Hemic,3420
AITK-2704825-303,2,,60.0,H4,,Hemic,3421
AITK-2704825-303,3,,90.0,H4,,Hemic,3422
AITK-2704825-303,4,,120.0,H4,,Hemic,3423
AITK-2704825-303,5,,150.0,H6,,Hemic,3424
AITK-2704825-303,6,170.0,,B,,sil,3425
AITK-2704825-306,1,,30.0,H5,RS,Hemic,3426
AITK-2704825-306,2,,60.0,H5,RS,Hemic,3427
AITK-2704825-306,3,,90.0,H5,,Hemic,3428
AITK-2704825-306,4,120.0,,B,,ms,3429
AITK-2704836-307,1,0.0,30.0,H6,RS,Hemic w/ sand grains,3430
AITK-2704836-307,2,30.0,,B,,fs,3431
AITK-2704836-308,1,0.0,45.0,H5,RS,Hemic,3432
AITK-2704836-308,2,45.0,,B,,cl,3433
AITK-2704903-237,1,,30.0,H2,M/RS,Fibric,3434
AITK-2704903-237,2,,60.0,H4,RS,Hemic,3435
AITK-2704903-237,3,,90.0,H4,RS,Hemic,3436
AITK-2704903-237,4,,120.0,H4,RS,Hemic,3437
AITK-2704903-237,5,,150.0,H7,RS,Sapric,3438
AITK-2704903-237,6,,240.0,H7,RS,Sapric,3439
AITK-2704903-237,7,,270.0,H5,RS,Hemic,3440
AITK-2704903-237,8,,330.0,H5,RS,Hemic,3441
AITK-2704903-237,9,420.0,,B,,Limnic w/ peat,3442
AITK-2704903-237,10,480.0,,,,s,3443
AITK-2704928-236,1,,30.0,H3,M,Fibric,3444
AITK-2704928-236,2,,60.0,H6,RS,Hemic,3445
AITK-2704928-236,3,,90.0,H4,RS,Hemic,3446
AITK-2704928-236,4,,120.0,H4,RS,Hemic,3447
AITK-2704928-236,5,140.0,,B,,cos grading to cl,3448
AITK-2705002-235,1,,30.0,H4,RS,Hemic,3449
AITK-2705002-235,2,,60.0,H5,RS,Hemic,3450
AITK-2705002-235,3,,90.0,H5,RS,Hemic,3451
AITK-2705002-235,4,120.0,,B,,fs grading to sic,3452
AITK-2705002-245,1,0.0,150.0,H5,RS,Hemic,3453
AITK-2705002-245,2,150.0,,B,,fs - cos,3454
AITK-2705011-246,1,0.0,120.0,H6,RS,Hemic,3455
AITK-2705011-246,2,120.0,,B,,sil,3456
AITK-2705014-247,1,0.0,60.0,H5,RS,Hemic,3457
AITK-2705014-247,2,60.0,120.0,H6,RS,Hemic,3458
AITK-2705014-247,3,120.0,210.0,H5,RS,Hemic,3459
AITK-2705014-247,4,210.0,285.0,H7,RS,Sapric,3460
AITK-2705014-247,5,285.0,,B,,sic w/ pebbles,3461
AITK-2705015-240,1,,30.0,H4,RS,Hemic,3462
AITK-2705015-240,2,,60.0,H4,RS,Hemic,3463
AITK-2705015-240,3,,90.0,H5,RS,Hemic,3464
AITK-2705015-240,4,,120.0,H5,RS,Hemic,3465
AITK-2705015-240,5,,150.0,H5,RS,Hemic,3466
AITK-2705015-240,6,,180.0,H4,RS,Hemic,3467
AITK-2705015-240,7,,210.0,H5,RS,Hemic,3468
AITK-2705015-240,8,,270.0,H7,RS,Sapric,3469
AITK-2705015-240,9,270.0,,U,,Not recorded,3470
AITK-2705022-239,1,,30.0,H4,RS,Hemic,3471
AITK-2705022-239,2,,60.0,H6,RS,Hemic,3472
AITK-2705022-239,3,80.0,,B,,cl,3473
AITK-2705023-243,1,,30.0,H6,RS,Hemic,3474
AITK-2705023-243,2,,60.0,H3,RS/M,Fibric,3475
AITK-2705023-243,3,,75.0,H3,RS/M,Fibric,3476
AITK-2705023-243,4,,90.0,H5,RS,Hemic,3477
AITK-2705023-243,5,,120.0,H3,M,Fibric,3478
AITK-2705023-243,6,,150.0,H4/H5,RS,Hemic,3479
AITK-2705023-243,7,,180.0,H5,RS,Hemic,3480
AITK-2705023-243,8,265.0,,B,,cos,3481
AITK-2705023-244,1,,30.0,H4,M,Hemic,3482
AITK-2705023-244,2,,60.0,H5,M,Hemic,3483
AITK-2705023-244,3,,90.0,H4,RS,Hemic,3484
AITK-2705023-244,4,,120.0,H4,RS,Hemic,3485
AITK-2705023-244,5,,150.0,H5,RS,Hemic,3486
AITK-2705023-244,6,,180.0,H5,RS,Hemic,3487
AITK-2705023-244,7,,240.0,H7,,Sapric,3488
AITK-2705023-244,8,265.0,,B,,cos,3489
AITK-2705025-242,1,,30.0,H7,RS,Sapric,3490
AITK-2705025-242,2,60.0,,B,,cl,3491
AITK-2705027-238,1,0.0,125.0,H4,RS,Hemic,3492
AITK-2705027-238,2,125.0,,B,,cl,3493
AITK-2705112-211,1,0.0,90.0,H5,RS,Hemic,3494
AITK-2705112-211,2,90.0,135.0,H6,RS/WF,Hemic,3495
AITK-2705112-211,3,135.0,,B,,lms - lcos,3496
AITK-2705112-212,1,0.0,150.0,H4,RS,Hemic,3497
AITK-2705112-212,2,150.0,210.0,H5,RS,Hemic,3498
AITK-2705112-212,3,210.0,270.0,H4,RS,Hemic,3499
AITK-2705112-212,4,270.0,390.0,H7,RS,Sapric,3500
AITK-2705112-212,5,390.0,480.0,H8,,Sapric,3501
AITK-2705112-212,6,480.0,,B,,sil,3502
AITK-2705214-207,1,0.0,150.0,H4,RS,Hemic,3503
AITK-2705214-207,2,150.0,195.0,H3,RS,Hemic,3504
AITK-2705214-207,3,195.0,,B,,lms,3505
AITK-2705215-208,1,0.0,90.0,H2,M,Fibric,3506
AITK-2705215-208,2,90.0,150.0,H3,M/RS,Fibric,3507
AITK-2705215-208,3,150.0,210.0,H4,RS,Hemic,3508
AITK-2705215-208,4,210.0,270.0,H5,RS,Hemic,3509
AITK-2705215-208,5,270.0,300.0,H6,RS,Hemic,3510
AITK-2705215-208,6,300.0,360.0,H2,M,Fibric,3511
AITK-2705215-208,7,360.0,450.0,H5,RS,Hemic - very wet,3512
AITK-2705215-208,8,450.0,720.0,H7,RS,Sapric w/ Limnic and sedge remains,3513
AITK-2705215-208,9,720.0,1080.0,B,,Limnic,3514
AITK-2705215-208,10,,1170.0,,,Limnic w/ clay,3515
AITK-2705215-208,11,,,,,cl,3516
AITK-2705215-209,1,0.0,270.0,H4,RS,Hemic,3517
AITK-2705215-209,2,270.0,330.0,H5,RS,Hemic,3518
AITK-2705215-209,3,330.0,,B,,si,3519
AITK-2705215-572,1,0.0,510.0,,,Peat,3520
AITK-2705215-572,2,510.0,,B,,Min.soil,3521
AITK-2705215-573,1,0.0,150.0,,M,Moss cap,3522
AITK-2705215-573,2,150.0,570.0,,,Peat,3523
AITK-2705215-573,3,570.0,,B,,Min.soil,3524
AITK-2705215-574,1,0.0,150.0,,M,Moss cap,3525
AITK-2705215-574,2,150.0,540.0,,,Peat,3526
AITK-2705215-574,3,540.0,,B,,Min.soil,3527
AITK-2705215-575,1,0.0,120.0,,M,Moss cap,3528
AITK-2705215-575,2,120.0,510.0,,,Peat,3529
AITK-2705215-575,3,510.0,,B,,Min.soil,3530
AITK-2705215-576,1,0.0,45.0,,M,Moss cap,3531
AITK-2705215-576,2,45.0,210.0,,,Peat,3532
AITK-2705215-576,3,210.0,,B,,Min.soil,3533
AITK-2705222-1,1,0.0,178.0,H5,,Hemic,3534
AITK-2705222-1,2,178.0,,B,,sl,3535
AITK-2705226-1,1,0.0,150.0,H5,,Hemic,3536
AITK-2705226-1,2,150.0,,B,,l w/ pebbles,3537
AITK-2705233-2,1,0.0,30.0,,,Peat,3538
AITK-2705233-2,2,30.0,,B,,sil,3539
AITK-2705233-210,1,0.0,150.0,H4,,Hemic,3540
AITK-2705233-210,2,150.0,750.0,B,,Limnic,3541
AITK-2705233-210,3,750.0,810.0,,,Limnic w/ clay,3542
AITK-2705233-3,1,0.0,180.0,H5,,Hemic,3543
AITK-2705233-3,2,180.0,540.0,B,,Limnic,3544
AITK-2705233-3,3,540.0,,,,vfs,3545
AITK-2705236-2,1,0.0,105.0,H6,,Hemic,3546
AITK-2705236-2,2,105.0,,B,,s,3547
BELT-3014611-351,1,0.0,360.0,B,,Floating mat,3548
BELT-3014611-351,2,360.0,,,,Not described,3549
BELT-3014723-359,1,0.0,180.0,H3,M,Fibric,3550
BELT-3014723-359,2,180.0,300.0,H5,RS/M,Hemic,3551
BELT-3014723-359,3,300.0,,B,,Limnic,3552
BELT-3015311-256,1,0.0,30.0,H6,,Hemic,3553
BELT-3015311-256,2,30.0,,B,,fs w/pebbles,3554
BELT-3015323-257,1,0.0,316.0,H5,WF,Hemic,3555
BELT-3015323-257,2,316.0,,B,,sc,3556
BELT-3015327-258,1,0.0,140.0,H5,,Hemic,3557
BELT-3015327-258,2,140.0,,B,,scl,3558
BELT-3015327-259,1,0.0,80.0,H7,WF,Sapric,3559
BELT-3015327-259,2,80.0,,B,,scl,3560
BELT-3015327-260,1,0.0,120.0,H5,,Hemic,3561
BELT-3015327-260,2,120.0,,B,,fs,3562
BELT-3015327-261,1,0.0,30.0,H7,,Sapric,3563
BELT-3015327-261,2,30.0,,B,,ms-fs,3564
BELT-3015330-820,1,0.0,45.0,,,Frost,3565
BELT-3015330-820,2,45.0,90.0,H7,,Sapric,3566
BELT-3015330-820,3,90.0,,B,,ms,3567
BELT-3015330-821,1,0.0,45.0,,,"Frost, peat",3568
BELT-3015330-821,2,45.0,60.0,,,Peat,3569
BELT-3015330-821,3,60.0,,B,,ms,3570
BELT-3015336-262,1,0.0,112.0,H6,,Hemic,3571
BELT-3015336-262,2,112.0,,B,,scl,3572
BELT-3015436-255,1,0.0,45.0,H7,,Sapric,3573
BELT-3015436-255,2,45.0,,B,,ms-fs,3574
BELT-3015501-284,1,0.0,150.0,H5,RS,Hemic,3575
BELT-3015501-284,2,150.0,,B,,sl,3576
BELT-3015501-285,1,0.0,35.0,H2,M,Fibric,3577
BELT-3015501-285,2,35.0,115.0,H5,RS,Hemic,3578
BELT-3015501-285,3,115.0,149.0,H6,,Hemic,3579
BELT-3015501-285,4,149.0,176.0,B,,scl,3580
BELT-3015501-285,5,176.0,,,,cl,3581
BELT-3015501-286,1,0.0,140.0,H6,RS/WF,Hemic,3582
BELT-3015501-286,2,140.0,,B,,sl,3583
BELT-3015501-288,1,0.0,147.0,H6,RS,Hemic,3584
BELT-3015501-288,2,147.0,,B,,s,3585
BELT-3015501-289,1,0.0,15.0,H2,,Fibric,3586
BELT-3015501-289,2,15.0,78.0,H5,RS,Hemic,3587
BELT-3015501-289,3,78.0,,B,,ms,3588
BELT-3015503-265,1,0.0,76.0,H5,RS,Hemic,3589
BELT-3015503-265,2,76.0,,B,,scl,3590
BELT-3015506-309,1,0.0,45.0,H5,RS,Hemic,3591
BELT-3015506-309,2,45.0,210.0,H4,RS,Hemic,3592
BELT-3015506-309,3,210.0,,B,,sl,3593
BELT-3015510-264,1,0.0,120.0,H5,RS,Hemic,3594
BELT-3015510-264,2,120.0,132.0,H6,RS,Hemic,3595
BELT-3015510-264,3,132.0,,B,,sl,3596
BELT-3015512-287,1,0.0,130.0,H5,RS/WF,Hemic,3597
BELT-3015512-287,2,130.0,,B,,sl,3598
BELT-3015513-818,1,0.0,30.0,,,"Frost, peat",3599
BELT-3015513-818,2,30.0,60.0,H3,M,Fibric,3600
BELT-3015513-818,3,60.0,330.0,H5,RS,Hemic,3601
BELT-3015513-818,4,330.0,,B,,ms,3602
BELT-3015514-817,1,0.0,45.0,,,"Frost, peat",3603
BELT-3015514-817,2,45.0,60.0,,,Peat,3604
BELT-3015514-817,3,60.0,,B,,sil,3605
BELT-3015515-263,1,0.0,60.0,,,"Frost, peat",3606
BELT-3015515-263,2,60.0,110.0,H4,RS,Hemic,3607
BELT-3015515-263,3,110.0,160.0,H5,RS,Hemic,3608
BELT-3015515-263,4,175.0,,B,,sil,3609
BELT-3015518-306,1,0.0,30.0,,,Not described,3610
BELT-3015518-306,2,30.0,90.0,H6,RS,Hemic,3611
BELT-3015518-306,3,90.0,,B,,cl,3612
BELT-3015518-307,1,0.0,20.0,H2,M,Fibric,3613
BELT-3015518-307,2,20.0,225.0,H5,RS,Hemic,3614
BELT-3015518-307,3,225.0,,B,,ls,3615
BELT-3015524-819,1,0.0,30.0,,,"Frost, peat",3616
BELT-3015524-819,2,30.0,120.0,H3,M,Fibric,3617
BELT-3015524-819,3,120.0,180.0,H5,WF,"Hemic, forest peat",3618
BELT-3015524-819,4,180.0,,B,,sicl,3619
BELT-3015529-305-A,1,0.0,,B,,Min.soil,3620
BELT-3015602-273,1,0.0,90.0,H3,,Fibric,3621
BELT-3015602-273,2,90.0,165.0,H5,,Hemic,3622
BELT-3015602-273,3,165.0,180.0,H7,,Sapric,3623
BELT-3015602-273,4,180.0,,B,,sl,3624
BELT-3015602-274,1,,46.0,H6,RS,Hemic,3625
BELT-3015602-274,2,,90.0,H5,RS,Hemic,3626
BELT-3015602-274,3,,180.0,H5,RS/WF,Hemic,3627
BELT-3015602-274,4,,270.0,H5,RS,Hemic,3628
BELT-3015602-274,5,335.0,,B,,ms,3629
BELT-3015602-275,1,0.0,15.0,H3,,Fibric,3630
BELT-3015602-275,2,15.0,210.0,H5,,Hemic,3631
BELT-3015602-275,3,210.0,218.0,H7,,Sapric,3632
BELT-3015602-275,4,218.0,,B,,sl,3633
BELT-3015607-241,1,0.0,15.0,H3,,Fibric,3634
BELT-3015607-241,2,15.0,120.0,H5,,Hemic,3635
BELT-3015607-241,3,120.0,180.0,H6,,Hemic,3636
BELT-3015607-241,4,198.0,,B,,ms-fs,3637
BELT-3015607-242,1,,15.0,,M,Sphagnum moss,3638
BELT-3015607-242,2,,90.0,H6,RS,Hemic,3639
BELT-3015607-242,3,,150.0,H6,RS,Hemic,3640
BELT-3015607-242,4,203.0,,B,,sl,3641
BELT-3015607-254,1,0.0,147.0,H6,,Hemic,3642
BELT-3015607-254,2,147.0,,B,,fs,3643
BELT-3015607-312,1,0.0,150.0,H5,RS,Hemic,3644
BELT-3015607-312,2,150.0,,B,,fs,3645
BELT-3015608-243,1,0.0,15.0,H3,,Fibric,3646
BELT-3015608-243,2,15.0,143.0,H5,,Hemic,3647
BELT-3015608-243,3,143.0,150.0,H7,,Sapric,3648
BELT-3015608-243,4,150.0,,B,,ls,3649
BELT-3015609-246,1,,28.0,H2,M,Fibric,3650
BELT-3015609-246,2,,90.0,H6,RS,Hemic,3651
BELT-3015609-246,3,,150.0,H5,RS,Hemic,3652
BELT-3015609-246,4,,225.0,H7,RS,Sapric,3653
BELT-3015609-246,5,256.0,,B,,s,3654
BELT-3015610-247,1,0.0,56.0,H3,,Fibric,3655
BELT-3015610-247,2,56.0,285.0,H5,,Hemic,3656
BELT-3015610-247,3,285.0,290.0,H7,,Sapric,3657
BELT-3015610-247,4,290.0,,B,,ls,3658
BELT-3015611-249,1,0.0,23.0,H3,,Fibric,3659
BELT-3015611-249,2,23.0,242.0,H5,,Hemic,3660
BELT-3015611-249,3,242.0,244.0,H7,,Sapric,3661
BELT-3015611-249,4,244.0,,B,,scl,3662
BELT-3015611-272,1,,60.0,H5,RS,Hemic,3663
BELT-3015611-272,2,,180.0,H6,RS,Hemic,3664
BELT-3015611-272,3,265.0,,B,,l,3665
BELT-3015612-250,1,0.0,45.0,H2,M,Fibric,3666
BELT-3015612-250,2,45.0,330.0,H5,RS,Hemic,3667
BELT-3015612-250,3,330.0,,B,,sl,3668
BELT-3015612-251,1,0.0,71.0,H3,,Fibric,3669
BELT-3015612-251,2,71.0,252.0,H5,,Hemic,3670
BELT-3015612-251,3,252.0,259.0,H7,,Sapric,3671
BELT-3015612-251,4,259.0,,B,,fs-ms,3672
BELT-3015612-252,1,,46.0,H2,M,Fibric,3673
BELT-3015612-252,2,,60.0,H5,RS,Hemic,3674
BELT-3015612-252,3,,270.0,H5,RS,Hemic,3675
BELT-3015612-252,4,,360.0,H4,RS,Hemic,3676
BELT-3015612-252,5,,394.0,H6,RS,Hemic,3677
BELT-3015612-252,6,422.0,,B,,ms,3678
BELT-3015614-248,1,,15.0,,M,Sphagnum moss,3679
BELT-3015614-248,2,,90.0,H5,RS,Hemic,3680
BELT-3015614-248,3,,150.0,H5,RS,Hemic,3681
BELT-3015614-248,4,,270.0,H6,RS,Hemic,3682
BELT-3015614-248,5,290.0,,B,,s,3683
BELT-3015614-270,1,,46.0,H2,M,Fibric,3684
BELT-3015614-270,2,,60.0,H5,RS,Hemic,3685
BELT-3015614-270,3,,180.0,H5,RS,Hemic,3686
BELT-3015614-270,4,,270.0,,RS,Not recorded,3687
BELT-3015614-270,5,300.0,,B,,ms,3688
BELT-3015614-271,1,0.0,53.0,H3,,Fibric,3689
BELT-3015614-271,2,53.0,330.0,H5,,Hemic,3690
BELT-3015614-271,3,330.0,378.0,H7,,Sapric,3691
BELT-3015614-271,4,378.0,,B,,ls,3692
BELT-3015616-244,1,,45.0,H3,M,Fibric,3693
BELT-3015616-244,2,,90.0,H5,RS,Hemic,3694
BELT-3015616-244,3,210.0,,B,,cl,3695
BELT-3015616-245,1,0.0,60.0,H3,,Fibric,3696
BELT-3015616-245,2,60.0,210.0,H5,,Hemic,3697
BELT-3015616-245,3,210.0,220.0,H7,,Sapric,3698
BELT-3015616-245,4,220.0,,B,,ls,3699
