DNR Peat Inventory ID #,Peatland Name,Additional Site Info,Landform Pattern,Peatland Classification,Site Vegetation,Surface Microrelief,Depth to Water Table,Measured Elevation
KOOC-2606902-A+800-600,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Forested bog,,,Below surface,338.96 M
KOOC-2606902-A+900+-0,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,338.56 M
KOOC-2606902-A+950-1000,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,338.90 M
KOOC-2606902-A0+-0,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Open bog,Sparse black spruce.,25cm,5cm above surface,338.21 M
KOOC-2606902-A0-1000,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Bog,Scattered black spruce.,30cm,Near surface,338.87 M
KOOC-2606902-A0-1200,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,338.91 M
KOOC-2606902-A0-1400,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Open bog,Sparse black spruce and tamarack.,40cm,At surface,339.04 M
KOOC-2606902-A0-200,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Open bog,Sparse black spruce.,45cm,At surface,338.50 M
KOOC-2606902-A0-500,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,338.61 M
KOOC-2606902-A0-600,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Open bog,,30cm,5cm above surface,338.63 M
KOOC-2606902-A0-800,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,338.72 M
KOOC-2606902-A-200+-0,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Forested bog,Scattered black spruce.,40cm,At surface,338.30 M
KOOC-2606902-A-200-1000,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Bog,Scattered black spruce.,50cm,At surface,338.79 M
KOOC-2606902-A-200-1400,Littlefork NW,Littlefork NW Peatland Detailed Survey,,Open bog,Sparse black spruce and tamarack.,40cm,At surface,338.89 M
KOOC-2606902-A-200-200,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Bog,Scattered black spruce.,50cm,At surface,
KOOC-2606902-A-200-600,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,,,30cm,At surface,338.52 M
KOOC-2606902-A-400-1000,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Bog,Scattered black spruce.,40cm,,338.91 M
KOOC-2606902-A-400-1400,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Bog,Sparse black spruce and tamarack.,40cm,At surface,338.97 M
KOOC-2606902-A-400-200,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Forested bog,Stunted black spruce with 30% cover.,40cm,At surface,
KOOC-2606902-A-400-600,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Forested bog,Stunted black spruce with 35% cover; sparse tamarack.,45cm,At surface,338.75 M
KOOC-2606902-L-10,Littlefork NW,Littlefork NW Peatland Preliminary Survey,Raised bog,Open bog,Sparse stunted black spruce and tamarack.,40cm,At surface,
KOOC-2606902-L-11,Littlefork NW,Littlefork NW Peatland Preliminary Survey,Crested raised bog,Forested bog,Stunted black spruce with 25% cover; sparse tamarack.,40cm,Near surface,
KOOC-2606902-L-4,Littlefork NW,Littlefork NW Peatland Preliminary Survey,Raised bog,Disturbed open bog (near ditch),"Sparse stunted black spruce and tamarack.  Understory with many ericaceous shrubs (bog rosemary, leatherleaf); few other shrubs (bog birch).  Continuous sphagnum carpet.",,30cm above surface,
KOOC-2606903-373,,,,Open bog,Sparse tamarack and black spruce. Understory includes many ericaceous shrubs; some cotton grass. Continuous sphagnum carpet.,30cm,30cm above surface,
KOOC-2606903-375,,,,Transition,Stunted tamarack and black spruce with 80% cover. Understory dominated by ericaceous shrubs. Continuous feathermoss carpet with some sphagnum mosses.,30cm,,
KOOC-2606903-A-1000+-0,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,338.30 M
KOOC-2606903-A-1000-1000,Littlefork NW,Littlefork NW Peatland Detailed Survey,,Shrub swamp,Scattered tamarack; sparse black spruce.,30cm,At surface,338.04 M
KOOC-2606903-A-1000-1400,Littlefork NW,Littlefork NW Peatland Detailed Survey,,Open bog,Sparse black spruce and tamarack.,45cm,At surface,338.64 M
KOOC-2606903-A-1000-200,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,
KOOC-2606903-A-1000-600,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Forested bog,Black spruce forest with 50% cover.,35cm,Below surface,338.60 M
KOOC-2606903-A-1100-200,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,
KOOC-2606903-A-1200+-0,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,338.24 M
KOOC-2606903-A-1200-1000,Littlefork NW,Littlefork NW Peatland Detailed Survey,,Shrub swamp,Scattered tamarack.,,,338.06 M
KOOC-2606903-A-1200-1400,Littlefork NW,Littlefork NW Peatland Detailed Survey,,Forested bog,Scattered tamarack and black spruce.,35cm,At surface,338.27 M
KOOC-2606903-A-1200-200,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,
KOOC-2606903-A-1200-600,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Forested bog,Black spruce forest with 40% cover.,35cm,Below surface,338.56 M
KOOC-2606903-A-1300-200,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,
KOOC-2606903-A-1400+-0,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,338.19 M
KOOC-2606903-A-1400-1000,Littlefork NW,Littlefork NW Peatland Detailed Survey,,Swamp,Scattered tamarack.,30cm,At surface,338.02 M
KOOC-2606903-A-1400-1400,Littlefork NW,Littlefork NW Peatland Detailed Survey,,Open bog,Sparse tamarack and black spruce.,45cm,At surface,338.22 M
KOOC-2606903-A-1400-200,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Forested Bog,Stunted black spruce with 65% cover.,30cm,Below surface,
KOOC-2606903-A-1400-600,Littlefork NW,Littlefork NW Peatland Detailed Survey,,Forested bog,Stunted black spruce with 30% cover; sparse tamarack.,30cm,Below surface,338.18 M
KOOC-2606903-A-1500-200,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,
KOOC-2606903-A-1600+-0,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,337.91 M
KOOC-2606903-A-1600-1000,Littlefork NW,Littlefork NW Peatland Detailed Survey,,Alder swamp,,35cm,At surface,337.69 M
KOOC-2606903-A-1600-1400,Littlefork NW,Littlefork NW Peatland Detailed Survey,,Open bog,Sparse black spruce and tamarack.,45cm,At surface,338.09 M
KOOC-2606903-A-1600-200,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,
KOOC-2606903-A-1600-600,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Forested bog,Scattered black spruce; sparse tamarack.,30cm,Below surface,337.85 M
KOOC-2606903-A-1800+-0,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,337.69 M
KOOC-2606903-A-1800-1000,Littlefork NW,Littlefork NW Peatland Detailed Survey,,Shrub swamp,Scattered tamarack.,,,337.70 M
KOOC-2606903-A-1800-1400,Littlefork NW,Littlefork NW Peatland Detailed Survey,,Forested bog,Stunted black spruce with 60% cover.,,At surface,337.99 M
KOOC-2606903-A-1800-600,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Forested bog,"Black spruce forest with 50% cover; sparse tamarack (trees average 5"" diameter).",30cm,Below surface,337.74 M
KOOC-2606903-A-1850-600,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,
KOOC-2606903-A-1900-1000,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,337.61 M
KOOC-2606903-A-2000+-0,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,337.48 M
KOOC-2606903-A-2000-1400,Littlefork NW,Littlefork NW Peatland Detailed Survey,,Transition,Stunted black spruce with 30% cover; sparse tamarack.,35cm,Near surface,337.68 M
KOOC-2606903-A-400+-0,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Forested bog,Black spruce forest with 40% cover; sparse tamarack.,35cm,Below surface,338.56 M
KOOC-2606903-A-600+-0,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Forested bog,Stunted black spruce with 30% cover; sparse tamarack.,40cm,Below surface,338.51 M
KOOC-2606903-A-600-1000,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Bog,Scattered black spruce.,40cm,,338.89 M
KOOC-2606903-A-600-1400,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Open,Scattered black spruce; sparse tamarack.,35cm,Above surface,338.88 M
KOOC-2606903-A-600-200,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Forested bog,"Stunted black spruce with 65% cover; scattered tamarack.  Dense forest but mostly small trees (average 2"" stump).",45cm,Below surface,
KOOC-2606903-A-600-600,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Forested bog,Stunted black spruce with 45% cover.,40cm,Below surface,338.92 M
KOOC-2606903-A-800+-0,Littlefork NW,,,,,,,338.52 M
KOOC-2606903-A-800-1000,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Bog,Scattered black spruce.,45cm,Near surface,338.69 M
KOOC-2606903-A-800-1400,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Open bog,Sparse black spruce and tamarack.,45cm,At surface,338.78 M
KOOC-2606903-A-800-200,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Forested bog,"Stunted black spruce with 75% cover.  Dense forest, but small trees (average 3"" stump)",,Below surface,
KOOC-2606903-A-800-600,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Forested bog,Scattered black spruce; sparse tamarack.,,,338.66 M
KOOC-2606903-A-900-200,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,
KOOC-2606903-L-5,Littlefork NW,Littlefork NW Peatland Preliminary Survey,Raised bog,Forested bog,Stunted black spruce forest with 60% cover; sparse tamarack.,50cm,At surface,
KOOC-2606906-357,,,,Open bog,"Sparse black spruce, tamarack, and aspen. Understory includes few sedges, ericaceous shrubs, and forbs (horsetail). Continuous sphagnum carpet.",15cm,10cm above surface,
KOOC-2606909-116,,,Raised bog,Transition,Dense black spruce and tamarack forest. Understory dominated by ericaceous shrubs; many grasses and bog forbs.,24cm,At surface,
KOOC-2606910-371,,,,Open bog - poor fen,Cover includes many cotton grass; few ericaceous shrubs. Discontinuous sphagnum carpet with a few other mosses.,10cm,At surface,
KOOC-2606910-A-1000-1800,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Open bog,,25cm,Near surface,338.81 M
KOOC-2606910-A-1000-2200,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Open bog,,30cm,At surface,339.18 M
KOOC-2606910-A-1000-2600,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Forested bog,,40cm,At surface,339.60 M
KOOC-2606910-A-1000-3000,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Forested bog,Black spruce forest with 70% cover.,40cm,At surface,340.37 M
KOOC-2606910-A-1200-1800,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Open bog,,30cm,Near surface,338.61 M
KOOC-2606910-A-1200-2200,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Forested bog,,25cm,Near surface,338.87 M
KOOC-2606910-A-1200-2600,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Forested bog,Stunted black spruce with 30% cover; sparse tamarack.,30cm,At surface,339.56 M
KOOC-2606910-A-1200-3000,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,Stunted black spruce with 30% cover.,30cm,At surface,340.39 M
KOOC-2606910-A-1400-1800,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Forested bog,Stunted black spruce with 30% cover; sparse tamarack.,30cm,Near surface,338.51 M
KOOC-2606910-A-1400-2200,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,Stunted black spruce with 60% cover; sparse tamarack.,25cm,Near surface,338.74 M
KOOC-2606910-A-1400-2600,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Forested bog,Stunted black spruce with 30% cover; sparse tamarack.,30cm,At surface,339.55 M
KOOC-2606910-A-1400-3000,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,,Scattered black spruce.,20cm,At surface,340.50 M
KOOC-2606910-A-1600-1800,Littlefork NW,Littlefork NW Peatland Detailed Survey,,Forested bog - transition,Black spruce forest with 60% cover; sparse tamarack.,25cm,,338.35 M
KOOC-2606910-A-1600-2600,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Forested bog,Black spruce forest with 40% cover.,35cm,At surface,339.46 M
KOOC-2606910-A-1600-3000,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,,Scattered black spruce and tamarack.,30cm,At surface,340.52 M
KOOC-2606910-A-1700-1800,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,
KOOC-2606910-A-1800-2600,Littlefork NW,Littlefork NW Peatland Detailed Survey,,Forested bog,Black spruce forest with 40% cover.,30cm,At surface,339.47 M
KOOC-2606910-A-1800-3000,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,,Scattered black spruce and tamarack.,15cm,At surface,340.64 M
KOOC-2606910-A-2000-2600,Littlefork NW,Littlefork NW Peatland Detailed Survey,,Forested bog,Black spruce forest with 40% cover.,30cm,At surface,339.68 M
KOOC-2606910-A-2000-3000,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,,Scattered black spruce and tamarack.,45cm,At surface,340.64 M
KOOC-2606910-A-600-1800,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,339.04 M
KOOC-2606910-A-600-2200,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,339.45 M
KOOC-2606910-A-600-2600,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Open bog,Sparse black spruce and tamarack.,30cm,Near surface,339.67 M
KOOC-2606910-A-600-3000,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Forested bog,Stunted black spruce with 30% cover.,60cm,At surface,340.34 M
KOOC-2606910-A-800-1800,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Open bog,,20cm,Near surface,338.99 M
KOOC-2606910-A-800-2200,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,339.32 M
KOOC-2606910-A-800-2600,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Bog,Scattered black spruce.,40cm,Near surface,339.61 M
KOOC-2606910-A-800-3000,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Bog,Scattered black spruce.,30cm,At surface,340.28 M
KOOC-2606910-L-3,Littlefork NW,Littlefork NW Peatland Preliminary Survey,Raised bog,Open bog,Sparse stunted black spruce and tamarack.,30cm,At surface,
KOOC-2606910-L-6,Littlefork NW,Littlefork NW Peatland Preliminary Survey,Raised bog,Bog,Stunted black spruce with 25% cover.,50cm,30cm above surface,
KOOC-2606911-370,,,,Open bog,Sparse black spruce and tamarack. Understory dominated by sedges (Carex oligosperma); some ericaceous shrubs. Continuous sphagnum carpet.,25cm,At surface,
KOOC-2606911-A+200-1800,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,339.46 M
KOOC-2606911-A+200-2200,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Forested bog,Stunted black spruce with 30% cover.,45cm,Near surface,339.58 M
KOOC-2606911-A+200-2600,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Open bog,Sparse black spruce.,60cm,At surface,339.60 M
KOOC-2606911-A+200-3000,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Open bog,Sparse black spruce and tamarack.,35cm,Near surface,339.80 M
KOOC-2606911-A+400-1800,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,,,,,339.43 M
KOOC-2606911-A+400-2200,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,339.39 M
KOOC-2606911-A+400-2600,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Open bog,Sparse black spruce.,60cm,Below surface,339.42 M
KOOC-2606911-A+400-3000,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Open bog,Sparse tamarack and black spruce.,35cm,Near surface,339.42 M
KOOC-2606911-A+600-1800,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,339.48 M
KOOC-2606911-A+600-2200,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Bog,Scattered black spruce; sparse tamarack.,40cm,Near surface,339.17 M
KOOC-2606911-A+800-2200,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,338.85 M
KOOC-2606911-A0-1800,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,,,,,339.41 M
KOOC-2606911-A0-2000,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,339.48 M
KOOC-2606911-A0-2200,Littlefork NW,Littlefork NW Peatland Detailed Survey,Raised bog,Forested bog,Stunted black spruce with 50% cover; sparse tamarack.,35cm,Below surface,339.56 M
KOOC-2606911-A0-2400,Littlefork NW,Littlefork NW Peatland Detailed Survey,,,,,,339.73 M
KOOC-2606911-A0-2600,Littlefork NW,Littlefork NW Peatland Detailed Survey,,Open bog,Sparse black spruce and tamarack.,40cm,At surface,339.70 M
